eye_tracker,frame,trial_condition,segment,target_x,target_y,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_pos_vid_x,gaze_pos_vid_y,pup_diam_l_px_x,pup_diam_l_px_y,pup_diam_r_px_x,pup_diam_r_px_y,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],gaze_target_angle
SMI ETG,1300,constricted,4,643,600,28.414,10.092,-21.613,2.84,-0.0306,-0.274,0.9612,-29.75,9.9,-20.161,2.92,0.013,-0.2476,0.9688,648.19,593.56,63.0,49.0,64.0,50.0,646.93,621.7,671.15,605.76,0.4150447356396151
SMI ETG,1301,constricted,4,643,600,28.414,10.092,-21.613,2.88,-0.0318,-0.2722,0.9617,-29.75,9.9,-20.161,2.92,0.0134,-0.2463,0.9691,648.62,591.7,63.0,50.0,64.0,50.0,648.25,619.47,670.65,604.17,0.5028530968135267
SMI ETG,1302,constricted,4,643,600,28.414,10.091,-21.613,2.86,-0.0324,-0.2711,0.962,-29.75,9.9,-20.161,2.86,0.012,-0.2476,0.9688,649.77,591.17,63.0,49.0,64.0,50.0,648.99,618.15,672.3,605.74,0.5583768829868331
SMI ETG,1303,constricted,4,643,600,28.415,10.091,-21.613,2.82,-0.0309,-0.2718,0.9619,-29.75,9.9,-20.161,2.88,0.0136,-0.2474,0.9688,647.91,591.69,63.0,49.0,64.0,50.0,647.19,618.98,670.41,605.51,0.4840661826963276
SMI ETG,1304,constricted,4,643,600,28.415,10.091,-21.613,2.84,-0.0298,-0.2746,0.9611,-29.75,9.9,-20.161,2.86,0.0139,-0.2443,0.9696,647.31,592.96,63.0,49.0,64.0,48.0,646.03,622.39,670.15,601.73,0.41396387797424017
SMI ETG,1304,constricted,4,643,600,28.415,10.091,-21.613,2.84,-0.0323,-0.2731,0.9614,-29.75,9.9,-20.161,2.86,0.0136,-0.2447,0.9695,648.93,591.98,63.0,50.0,64.0,50.0,648.93,620.57,670.46,602.19,0.5004675424550864
SMI ETG,1305,constricted,4,643,600,28.415,10.091,-21.613,2.8,-0.0313,-0.2738,0.9613,-29.75,9.9,-20.161,2.9,0.0136,-0.2455,0.9693,648.32,592.78,63.0,49.0,64.0,52.0,647.78,621.44,670.45,603.15,0.44996209346981375
SMI ETG,1306,constricted,4,643,601,28.415,10.091,-21.613,2.82,-0.0322,-0.2734,0.9614,-29.751,9.9,-20.161,2.84,0.013,-0.2437,0.9698,649.24,591.81,63.0,49.0,64.0,50.0,648.75,620.9,671.2,601.07,0.5572267747637938
SMI ETG,1306,constricted,4,643,601,28.415,10.091,-21.613,2.78,-0.0312,-0.2738,0.9613,-29.751,9.9,-20.161,2.82,0.0123,-0.2435,0.9698,649.06,591.94,62.0,47.0,64.0,48.0,647.57,621.41,672.04,600.8,0.5467473579865456
SMI ETG,1307,constricted,4,643,601,28.415,10.091,-21.613,2.76,-0.0324,-0.2729,0.9615,-29.751,9.9,-20.161,2.8,0.0132,-0.2424,0.9701,649.24,590.94,60.0,47.0,62.0,48.0,648.96,620.28,670.95,599.43,0.5937551463020135
SMI ETG,1308,constricted,4,643,600,28.415,10.09,-21.613,2.76,-0.0303,-0.2716,0.9619,-29.751,9.9,-20.161,2.78,0.013,-0.2419,0.9702,648.06,589.4,59.0,47.0,60.0,48.0,646.53,618.73,671.18,598.83,0.5889307236439479
SMI ETG,1309,constricted,4,643,600,28.415,10.09,-21.613,2.74,-0.033,-0.2712,0.962,-29.751,9.9,-20.161,2.74,0.0148,-0.2396,0.9708,648.7,588.78,59.0,46.0,60.0,46.0,649.69,618.29,669.08,596.1,0.631102273589144
SMI ETG,1310,constricted,4,643,600,28.415,10.09,-21.613,2.74,-0.0317,-0.2713,0.962,-29.751,9.9,-20.161,2.74,0.0138,-0.2375,0.9713,648.62,587.98,59.0,46.0,60.0,46.0,648.21,618.42,670.34,593.53,0.6653537556402217
SMI ETG,1311,constricted,4,643,600,28.415,10.09,-21.613,2.68,-0.0319,-0.2686,0.9627,-29.751,9.9,-20.161,2.7,0.0155,-0.2379,0.9712,647.56,585.83,59.0,45.0,60.0,46.0,648.31,615.11,668.3,594.07,0.7461800865375986
SMI ETG,1311,constricted,4,643,600,28.415,10.09,-21.613,2.66,-0.0306,-0.2668,0.9633,-29.751,9.9,-20.161,2.68,0.0159,-0.2376,0.9712,646.58,584.02,59.0,45.0,60.0,46.0,646.86,612.88,667.92,593.74,0.8207823501798415
SMI ETG,1312,constricted,4,643,600,28.415,10.09,-21.613,2.68,-0.0306,-0.267,0.9632,-29.751,9.9,-20.161,2.64,0.014,-0.2369,0.9714,647.69,583.76,59.0,45.0,60.0,46.0,646.88,613.12,670.07,592.9,0.8473927664636048
SMI ETG,1313,constricted,4,643,600,28.415,10.09,-21.613,2.64,-0.0307,-0.2681,0.9629,-29.751,9.9,-20.161,2.62,0.0135,-0.2364,0.9716,648.09,584.56,58.0,45.0,58.0,46.0,646.96,614.52,670.68,592.18,0.8150434238912608
SMI ETG,1314,constricted,4,643,599,28.415,10.089,-21.613,2.64,-0.0299,-0.2677,0.963,-29.751,9.9,-20.161,2.62,0.0131,-0.2332,0.9724,647.9,583.15,59.0,44.0,60.0,44.0,646.05,614.03,671.11,588.38,0.8318311884114621
SMI ETG,1315,constricted,4,643,599,28.415,10.089,-21.613,2.64,-0.0305,-0.2685,0.9628,-29.751,9.9,-20.161,2.6,0.0136,-0.2354,0.9718,647.92,584.57,58.0,44.0,58.0,44.0,646.73,614.95,670.51,590.99,0.7644105579268579
SMI ETG,1316,constricted,4,644,600,28.415,10.089,-21.613,2.62,-0.0336,-0.2682,0.9628,-29.752,9.9,-20.161,2.6,0.0154,-0.2339,0.9721,648.79,584.3,58.0,44.0,58.0,44.0,650.35,614.65,668.46,589.25,0.822887042877141
SMI ETG,1317,constricted,4,644,600,28.416,10.089,-21.613,2.62,-0.0328,-0.2703,0.9622,-29.752,9.9,-20.161,2.6,0.0141,-0.235,0.9719,649.1,586.41,58.0,44.0,58.0,44.0,649.47,617.2,669.92,590.6,0.7277306622257119
SMI ETG,1317,constricted,4,644,600,28.416,10.089,-21.613,2.64,-0.0335,-0.2684,0.9627,-29.752,9.9,-20.161,2.6,0.0131,-0.2357,0.9717,650.06,584.84,57.0,44.0,56.0,44.0,650.26,614.89,671.15,591.37,0.8186902634011106
SMI ETG,1318,constricted,4,644,600,28.416,10.089,-21.613,2.64,-0.0317,-0.2688,0.9627,-29.752,9.9,-20.161,2.64,0.015,-0.2366,0.9715,647.84,585.5,58.0,45.0,58.0,46.0,648.14,615.37,668.96,592.47,0.7518079672770601
SMI ETG,1319,constricted,4,645,600,28.416,10.089,-21.613,2.64,-0.033,-0.2692,0.9625,-29.752,9.9,-20.161,2.6,0.0158,-0.2351,0.9719,648.18,585.54,58.0,44.0,58.0,44.0,649.66,615.83,667.97,590.63,0.7419834872486061
SMI ETG,1320,constricted,4,646,601,28.416,10.089,-21.613,2.66,-0.0334,-0.2682,0.9628,-29.752,9.9,-20.161,2.7,0.0155,-0.2384,0.9711,648.47,585.75,59.0,45.0,60.0,46.0,650.06,614.56,668.34,594.62,0.7740357565157487
SMI ETG,1321,constricted,4,646,601,28.416,10.088,-21.613,2.72,-0.0335,-0.2695,0.9624,-29.752,9.9,-20.16,2.68,0.0162,-0.2387,0.971,648.18,587.13,59.0,45.0,60.0,46.0,650.18,616.2,667.57,594.98,0.7033800766843596
SMI ETG,1321,constricted,4,646,601,28.416,10.088,-21.612,2.72,-0.0326,-0.2682,0.9628,-29.752,9.9,-20.16,2.76,0.0143,-0.2371,0.9714,648.79,585.09,59.0,47.0,60.0,46.0,649.23,614.57,669.77,593.04,0.8093794804779106
SMI ETG,1323,constricted,4,646,601,28.416,10.088,-21.612,2.8,-0.0323,-0.2685,0.9627,-29.752,9.9,-20.16,2.8,0.015,-0.2379,0.9712,648.12,585.73,61.0,49.0,62.0,50.0,648.78,615.0,668.93,594.06,0.7723808188296682
SMI ETG,1324,constricted,4,646,601,28.416,10.088,-21.612,2.8,-0.0323,-0.2703,0.9622,-29.752,9.899,-20.16,2.78,0.0148,-0.2375,0.9713,648.32,587.21,60.0,47.0,62.0,46.0,648.89,617.19,669.1,593.6,0.700563916991073
SMI ETG,1324,constricted,4,646,601,28.416,10.088,-21.612,2.82,-0.032,-0.2689,0.9626,-29.752,9.899,-20.16,2.82,0.0157,-0.2399,0.9707,647.51,586.82,62.0,49.0,62.0,50.0,648.51,615.47,668.06,596.43,0.714340763673701
SMI ETG,1325,constricted,4,646,601,28.416,10.088,-21.612,2.86,-0.0329,-0.2691,0.9626,-29.752,9.899,-20.16,2.84,0.0166,-0.2388,0.9709,647.53,586.76,62.0,49.0,62.0,50.0,649.51,615.64,667.01,595.14,0.7174406522069211
SMI ETG,1326,constricted,4,646,601,28.416,10.088,-21.612,2.86,-0.0329,-0.2688,0.9627,-29.752,9.899,-20.16,2.9,0.0158,-0.24,0.9707,648.01,586.83,63.0,49.0,64.0,50.0,649.53,615.28,668.0,596.55,0.7169786808684886
SMI ETG,1327,constricted,4,646,601,28.417,10.088,-21.612,2.86,-0.0333,-0.2694,0.9625,-29.753,9.899,-20.16,2.94,0.0161,-0.2394,0.9708,648.11,587.25,63.0,49.0,64.0,50.0,649.97,616.07,667.69,595.8,0.6968887204092068
SMI ETG,1328,constricted,4,646,601,28.417,10.088,-21.612,2.86,-0.0339,-0.2689,0.9626,-29.753,9.899,-20.16,2.94,0.0162,-0.2416,0.9702,648.35,587.77,63.0,50.0,64.0,52.0,650.75,615.46,667.48,598.53,0.6731592800073217
SMI ETG,1329,constricted,4,643,605,28.417,10.087,-21.612,2.86,-0.0332,-0.269,0.9626,-29.753,9.899,-20.16,2.86,0.0157,-0.2419,0.9702,648.23,587.79,63.0,49.0,64.0,50.0,649.93,615.59,668.09,598.83,0.9010957226639846
SMI ETG,1330,constricted,4,647,602,28.417,10.087,-21.612,2.86,-0.032,-0.269,0.9626,-29.753,9.899,-20.16,2.86,0.0157,-0.2412,0.9704,647.5,587.34,63.0,49.0,64.0,50.0,648.47,615.56,668.12,597.98,0.7346226802619491
