eye_tracker,frame,trial_condition,segment,target_x,target_y,timestamp,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_pos_vid_x,gaze_pos_vid_y,gaze_pos_3d_x,gaze_pos_3d_y,gaze_pos_3d_z,gaze_target_angle
Tobii Glasses 2,1093,constricted,2,994,345,43694.794,-0.0504,0.195,0.9795,29.97,-25.4,-29.52,2.45,0.0245,0.1973,0.98,-32.97,-25.0,-28.95,2.51,1001.856,349.704,-12.37,139.49,793.3,0.4513524126512868
Tobii Glasses 2,1093,constricted,2,994,345,43704.782,-0.0467,0.2076,0.9771,29.96,-25.7,-29.3,2.47,0.0208,0.1851,0.9825,-33.07,-24.79,-28.97,2.56,1001.856,349.488,-12.45,139.72,793.89,0.44607252656497176
Tobii Glasses 2,1093,constricted,2,994,345,43714.775,-0.0504,0.1949,0.9795,29.97,-25.4,-29.53,2.45,0.0246,0.1985,0.9798,-32.97,-25.0,-28.95,2.5,1001.664,349.164,-12.31,139.47,791.05,0.43011268986593787
Tobii Glasses 2,1094,constricted,2,994,345,43724.77,-0.0473,0.2074,0.9771,29.96,-25.69,-29.31,2.47,0.0217,0.1873,0.9821,-33.07,-24.79,-28.98,2.56,1001.856,348.192,-12.38,140.97,795.77,0.418508472058429
Tobii Glasses 2,1094,constricted,2,994,345,43734.762,-0.0499,0.1948,0.9796,29.97,-25.39,-29.54,2.45,0.0241,0.2002,0.9795,-32.97,-25.0,-28.96,2.5,1001.664,347.868,-12.4,141.78,798.83,0.40391792226404577
Tobii Glasses 2,1094,constricted,2,994,345,43744.748,-0.0474,0.2073,0.9771,29.96,-25.69,-29.32,2.46,0.0218,0.1879,0.9819,-33.07,-24.79,-28.98,2.55,1001.664,347.868,-12.37,141.34,796.56,0.40391792226404577
Tobii Glasses 2,1094,constricted,2,994,345,43754.742,-0.0502,0.1944,0.9796,29.97,-25.39,-29.55,2.44,0.0243,0.2007,0.9793,-32.97,-25.0,-28.96,2.49,1001.856,347.976,-12.37,140.6,792.7,0.41466057111683446
Tobii Glasses 2,1095,constricted,2,994,345,43764.734,-0.048,0.2067,0.9772,29.96,-25.69,-29.32,2.46,0.0221,0.1892,0.9817,-33.07,-24.79,-28.99,2.55,1001.856,347.328,-12.56,142.23,799.36,0.40452140979432244
Tobii Glasses 2,1095,constricted,2,994,345,43774.731,-0.0499,0.1944,0.9797,29.97,-25.39,-29.55,2.44,0.0233,0.2019,0.9791,-32.97,-25.0,-28.97,2.48,1002.24,346.896,-12.81,143.21,803.09,0.417437810198714
Tobii Glasses 2,1095,constricted,2,994,345,43784.746,-0.0481,0.2066,0.9772,29.96,-25.68,-29.32,2.46,0.0217,0.1898,0.9816,-33.07,-24.78,-28.99,2.55,1002.24,346.788,-12.86,143.84,806.2,0.41626596975455543
Tobii Glasses 2,1095,constricted,2,994,345,43794.706,-0.0474,0.1927,0.9801,29.97,-25.39,-29.56,2.44,0.0235,0.2017,0.9792,-32.97,-25.0,-28.97,2.48,1002.048,346.788,-12.7,143.57,804.93,0.4070116582594375
Tobii Glasses 2,1096,constricted,2,994,345,43804.702,-0.0506,0.208,0.9768,29.96,-25.68,-29.33,2.45,0.0224,0.1904,0.9814,-33.07,-24.77,-29.02,2.55,1001.856,346.896,-12.57,143.28,803.45,0.3989902505796942
Tobii Glasses 2,1096,constricted,2,994,345,43834.706,-0.0493,0.1948,0.9796,29.97,-25.39,-29.56,2.43,0.0232,0.2013,0.9793,-32.97,-24.99,-28.99,2.49,1001.856,346.572,-12.76,145.45,814.53,0.39551665229252675
Tobii Glasses 2,1097,constricted,2,994,346,43844.697,-0.0479,0.2053,0.9775,29.96,-25.68,-29.34,2.44,0.0225,0.1892,0.9817,-33.07,-24.76,-29.04,2.55,1001.664,347.976,-12.38,142.65,804.35,0.3908213013932855
Tobii Glasses 2,1097,constricted,2,994,346,43854.693,-0.0494,0.195,0.9796,29.98,-25.39,-29.56,2.43,0.0239,0.1982,0.9799,-32.97,-24.97,-29.02,2.48,1001.472,348.516,-12.46,143.27,810.17,0.3892825056338245
Tobii Glasses 2,1097,constricted,2,994,346,43864.679,-0.0474,0.2045,0.9777,29.96,-25.68,-29.34,2.44,0.0207,0.1896,0.9816,-33.07,-24.77,-29.02,2.54,1002.24,347.328,-13.35,148.78,836.05,0.41205154131933674
Tobii Glasses 2,1097,constricted,2,994,346,43874.674,-0.0486,0.1952,0.9796,29.98,-25.39,-29.57,2.42,0.0222,0.1985,0.9798,-32.97,-24.98,-29.01,2.48,1002.048,347.328,-13.24,149.33,839.15,0.40270361223428996
Tobii Glasses 2,1098,constricted,2,995,346,43884.665,-0.0467,0.2047,0.9777,29.97,-25.69,-29.34,2.43,0.0211,0.1886,0.9818,-33.06,-24.78,-29.02,2.53,1001.664,347.868,-12.84,147.73,832.54,0.3417337869534537
Tobii Glasses 2,1098,constricted,2,995,346,43894.659,-0.0482,0.1954,0.9795,29.98,-25.39,-29.57,2.42,0.0235,0.1973,0.9801,-32.97,-24.98,-29.02,2.47,1000.896,348.3,-12.32,146.95,829.77,0.3124065351311341
Tobii Glasses 2,1098,constricted,2,995,346,43904.647,-0.0465,0.2039,0.9779,29.96,-25.68,-29.35,2.43,0.0228,0.1888,0.9818,-33.06,-24.78,-29.02,2.52,1000.512,348.624,-11.85,145.12,820.75,0.30120633117631773
Tobii Glasses 2,1098,constricted,2,995,346,43914.639,-0.048,0.195,0.9796,29.98,-25.39,-29.58,2.41,0.0247,0.1979,0.9799,-32.97,-24.98,-29.01,2.46,1000.128,348.516,-11.56,144.67,817.7,0.28179696160911316
Tobii Glasses 2,1099,constricted,2,995,346,43924.634,-0.0459,0.2043,0.9778,29.96,-25.68,-29.36,2.43,0.0235,0.1891,0.9817,-33.06,-24.78,-29.02,2.52,999.744,348.3,-11.28,145.12,819.41,0.260103903310851
Tobii Glasses 2,1099,constricted,2,995,346,43934.626,-0.0475,0.1949,0.9797,29.98,-25.39,-29.58,2.41,0.0254,0.1982,0.9798,-32.96,-24.99,-29.01,2.45,999.552,348.408,-11.05,144.25,815.27,0.25397999887072836
Tobii Glasses 2,1099,constricted,2,995,346,43944.642,-0.0487,0.2067,0.9772,29.96,-25.68,-29.36,2.43,0.0243,0.1889,0.9817,-33.07,-24.77,-29.03,2.51,998.976,348.3,-10.7,143.67,811.46,0.2264446971880257
Tobii Glasses 2,1099,constricted,2,995,346,43954.637,-0.0439,0.1927,0.9803,29.98,-25.39,-29.58,2.41,0.0262,0.1999,0.9795,-32.96,-24.99,-29.0,2.45,998.592,347.976,-10.36,143.74,810.52,0.20214878246400755
Tobii Glasses 2,1100,constricted,2,994,346,43984.61,-0.0453,0.2057,0.9776,29.97,-25.68,-29.35,2.42,0.0247,0.1904,0.9814,-33.06,-24.78,-29.01,2.51,998.592,346.788,-10.41,144.75,811.4,0.23003679056910273
Tobii Glasses 2,1100,constricted,2,994,346,43994.6,-0.044,0.1898,0.9808,30.01,-25.31,-29.7,2.4,0.026,0.2024,0.979,-32.96,-24.99,-28.99,2.45,996.864,348.732,-9.33,145.7,824.63,0.19441646407589333
Tobii Glasses 2,1101,constricted,2,994,346,44004.596,-0.0435,0.2022,0.9784,29.98,-25.66,-29.38,2.42,0.0266,0.1898,0.9815,-33.06,-24.78,-29.01,2.5,996.288,348.84,-8.93,145.88,826.19,0.17867231687362836
Tobii Glasses 2,1101,constricted,2,994,346,44014.591,-0.0441,0.189,0.981,30.02,-25.3,-29.71,2.4,0.0264,0.203,0.9788,-32.96,-25.0,-28.98,2.43,996.672,349.164,-9.05,143.06,811.55,0.20299722001231918
Tobii Glasses 2,1101,constricted,2,994,346,44024.58,-0.0443,0.2029,0.9782,29.98,-25.66,-29.38,2.42,0.0266,0.1892,0.9816,-33.06,-24.78,-29.01,2.49,996.864,349.272,-9.14,142.87,810.99,0.21322823263566384
Tobii Glasses 2,1101,constricted,2,994,346,44034.569,-0.0444,0.1886,0.981,30.02,-25.3,-29.71,2.39,0.0254,0.2022,0.979,-32.97,-24.99,-28.99,2.42,997.44,349.596,-9.72,144.66,822.35,0.2442520965198134
Tobii Glasses 2,1102,constricted,2,994,346,44044.561,-0.0441,0.2033,0.9781,29.99,-25.67,-29.36,2.41,0.0231,0.1869,0.9821,-33.07,-24.77,-29.0,2.47,998.784,349.596,-10.89,147.51,838.44,0.2945977563088084
Tobii Glasses 2,1102,constricted,2,994,346,44054.557,-0.045,0.1891,0.9809,30.02,-25.3,-29.7,2.4,0.0241,0.2015,0.9792,-32.97,-24.99,-28.99,2.41,998.592,349.38,-10.71,147.14,835.4,0.28070467362669493
Tobii Glasses 2,1102,constricted,2,994,346,44064.574,-0.0442,0.2039,0.978,29.99,-25.68,-29.35,2.41,0.025,0.1881,0.9818,-33.07,-24.76,-29.02,2.47,997.824,349.056,-9.89,144.66,820.14,0.24082673905579113
Tobii Glasses 2,1102,constricted,2,994,346,44074.569,-0.0446,0.19,0.9808,30.02,-25.3,-29.7,2.4,0.0261,0.2025,0.9789,-32.97,-24.98,-29.0,2.42,997.248,348.732,-9.49,144.23,816.45,0.20870662383578623
Tobii Glasses 2,1103,constricted,2,994,346,44084.561,-0.0439,0.2042,0.9779,29.99,-25.68,-29.35,2.41,0.026,0.1887,0.9817,-33.07,-24.75,-29.04,2.48,997.056,348.732,-9.28,143.69,813.09,0.2014656069427672
Tobii Glasses 2,1103,constricted,2,994,346,44094.552,-0.045,0.1895,0.9808,30.03,-25.3,-29.7,2.4,0.0264,0.2028,0.9789,-32.97,-24.98,-29.0,2.41,997.248,349.164,-9.42,142.04,805.77,0.22269248982519677
Tobii Glasses 2,1103,constricted,2,994,346,44104.541,-0.0446,0.2038,0.978,29.99,-25.67,-29.35,2.41,0.0256,0.1878,0.9819,-33.07,-24.74,-29.06,2.47,997.632,349.704,-9.67,142.14,808.21,0.2546813759766238
Tobii Glasses 2,1104,constricted,2,994,346,44114.533,-0.0447,0.189,0.981,30.03,-25.3,-29.71,2.4,0.0258,0.2024,0.979,-32.97,-24.97,-29.01,2.41,997.44,349.488,-9.64,143.41,814.9,0.24051728540881553
Tobii Glasses 2,1104,constricted,2,994,346,44124.528,-0.0439,0.2037,0.978,29.99,-25.67,-29.35,2.42,0.0256,0.188,0.9818,-33.07,-24.72,-29.07,2.48,997.248,349.272,-9.49,143.94,816.94,0.22635628165011734
Tobii Glasses 2,1104,constricted,2,994,346,44134.52,-0.0449,0.1892,0.9809,30.03,-25.3,-29.71,2.41,0.0262,0.2024,0.979,-32.97,-24.97,-29.01,2.42,997.248,349.488,-9.48,142.46,809.53,0.2338629320013631
Tobii Glasses 2,1104,constricted,2,994,346,44144.505,-0.0445,0.2032,0.9781,29.99,-25.67,-29.36,2.42,0.0266,0.188,0.9818,-33.08,-24.71,-29.09,2.48,997.056,350.028,-9.13,140.9,802.67,0.24759809208156913
Tobii Glasses 2,1105,constricted,2,994,346,44154.501,-0.0444,0.1887,0.981,30.03,-25.3,-29.71,2.41,0.0274,0.2023,0.9789,-32.97,-24.96,-29.02,2.42,996.288,350.244,-8.68,140.36,800.48,0.23533484049198497
Tobii Glasses 2,1105,constricted,2,994,346,44164.523,-0.044,0.2028,0.9782,29.99,-25.67,-29.36,2.43,0.0272,0.1879,0.9818,-33.08,-24.71,-29.09,2.48,996.48,350.352,-8.74,140.68,802.7,0.2446173496578413
Tobii Glasses 2,1105,constricted,2,994,346,44174.52,-0.0447,0.1884,0.9811,30.03,-25.3,-29.71,2.41,0.0272,0.2016,0.9791,-32.97,-24.96,-29.02,2.42,996.672,350.784,-8.91,140.21,801.7,0.26756792188395145
Tobii Glasses 2,1105,constricted,2,994,346,44184.505,-0.0443,0.2027,0.9782,29.99,-25.67,-29.36,2.43,0.0263,0.1871,0.982,-33.08,-24.71,-29.09,2.48,997.056,350.784,-9.23,140.86,805.61,0.27754760683549035
Tobii Glasses 2,1106,constricted,2,995,346,44194.496,-0.0448,0.1891,0.9809,30.02,-25.3,-29.7,2.42,0.0261,0.2011,0.9792,-32.97,-24.96,-29.02,2.43,997.44,350.244,-9.58,143.11,816.07,0.2390942769995685
Tobii Glasses 2,1106,constricted,2,995,346,44204.491,-0.0443,0.2033,0.9781,29.99,-25.67,-29.35,2.43,0.0257,0.1877,0.9819,-33.08,-24.71,-29.09,2.49,997.44,349.92,-9.51,142.53,811.46,0.2256727672341849
Tobii Glasses 2,1106,constricted,2,995,346,44214.484,-0.0452,0.1895,0.9808,30.02,-25.3,-29.7,2.42,0.0265,0.2014,0.9792,-32.97,-24.96,-29.02,2.43,997.44,350.028,-9.48,141.92,808.44,0.2301145203267836
Tobii Glasses 2,1106,constricted,2,995,346,44224.473,-0.0443,0.2032,0.9781,29.99,-25.67,-29.35,2.44,0.026,0.1875,0.9819,-33.08,-24.71,-29.09,2.49,997.248,350.244,-9.4,141.79,808.44,0.2343863220198965
Tobii Glasses 2,1107,constricted,2,994,347,44234.464,-0.0447,0.1894,0.9809,30.02,-25.3,-29.7,2.42,0.0268,0.2017,0.9791,-32.97,-24.96,-29.02,2.43,996.864,349.92,-9.17,141.92,807.95,0.20082852145930055
Tobii Glasses 2,1107,constricted,2,994,347,44244.455,-0.044,0.2035,0.9781,29.99,-25.67,-29.35,2.44,0.0261,0.1877,0.9819,-33.08,-24.71,-29.09,2.49,997.056,349.812,-9.21,142.3,809.77,0.20410436895046585
Tobii Glasses 2,1107,constricted,2,994,347,44254.452,-0.0451,0.1897,0.9808,30.02,-25.3,-29.7,2.43,0.026,0.2017,0.9791,-32.97,-24.96,-29.03,2.44,997.632,349.488,-9.68,143.32,814.22,0.2168670764675629
Tobii Glasses 2,1107,constricted,2,994,347,44264.438,-0.0443,0.2045,0.9779,29.99,-25.67,-29.35,2.44,0.0253,0.188,0.9818,-33.08,-24.71,-29.09,2.49,997.632,348.948,-9.71,143.34,812.2,0.203284178142633
Tobii Glasses 2,1108,constricted,2,994,347,44274.433,-0.0454,0.1901,0.9807,30.02,-25.31,-29.7,2.42,0.026,0.2022,0.979,-32.97,-24.96,-29.03,2.44,997.824,349.056,-9.81,142.89,810.08,0.2141477925501965
Tobii Glasses 2,1108,constricted,2,994,347,44284.423,-0.0447,0.2037,0.978,29.99,-25.67,-29.36,2.43,0.0254,0.1875,0.9819,-33.08,-24.71,-29.09,2.49,997.824,349.92,-9.8,141.8,807.15,0.23684049347706845
Tobii Glasses 2,1108,constricted,2,994,347,44294.446,-0.0453,0.1893,0.9809,30.02,-25.3,-29.7,2.42,0.0267,0.201,0.9792,-32.97,-24.96,-29.03,2.44,997.248,350.568,-9.42,141.02,805.29,0.2367599024913023
Tobii Glasses 2,1108,constricted,2,994,347,44304.436,-0.044,0.2031,0.9782,29.99,-25.66,-29.37,2.42,0.0259,0.1868,0.9821,-33.08,-24.71,-29.09,2.49,997.056,350.676,-9.29,141.6,809.25,0.23436439083013397
Tobii Glasses 2,1109,constricted,2,994,347,44314.427,-0.0451,0.1892,0.9809,30.02,-25.3,-29.7,2.41,0.0268,0.2004,0.9793,-32.98,-24.96,-29.03,2.43,997.056,350.784,-9.32,141.43,808.62,0.23839416426365795
Tobii Glasses 2,1109,constricted,2,994,347,44324.423,-0.0444,0.2029,0.9782,29.99,-25.66,-29.37,2.42,0.026,0.1867,0.9821,-33.08,-24.71,-29.09,2.49,997.248,351.0,-9.39,140.55,804.44,0.25256563408435156
Tobii Glasses 2,1109,constricted,2,994,347,44334.415,-0.0454,0.189,0.9809,30.02,-25.3,-29.7,2.41,0.0267,0.2,0.9794,-32.98,-24.96,-29.03,2.43,997.44,351.216,-9.46,140.73,806.47,0.2667395423269378
Tobii Glasses 2,1109,constricted,2,994,347,44344.4,-0.0449,0.202,0.9784,29.99,-25.66,-29.38,2.41,0.0262,0.1869,0.982,-33.08,-24.71,-29.09,2.49,997.44,351.432,-9.52,140.01,803.33,0.27489532896932894
Tobii Glasses 2,1109,constricted,2,994,347,44354.395,-0.0454,0.1885,0.981,30.02,-25.3,-29.71,2.41,0.027,0.2002,0.9794,-32.98,-24.96,-29.03,2.42,997.248,351.648,-9.32,139.59,801.46,0.27755310246446624
Tobii Glasses 2,1110,constricted,2,994,347,44364.387,-0.0442,0.2015,0.9785,29.99,-25.66,-29.38,2.41,0.0265,0.187,0.982,-33.08,-24.71,-29.09,2.48,996.864,351.54,-9.18,141.1,809.8,0.262477639345986
Tobii Glasses 2,1110,constricted,2,994,347,44374.383,-0.0409,0.1852,0.9818,30.02,-25.3,-29.71,2.4,0.0264,0.2005,0.9793,-32.98,-24.96,-29.03,2.42,996.864,351.432,-9.27,142.05,814.72,0.2580824007772565
Tobii Glasses 2,1110,constricted,2,994,347,44384.369,-0.0476,0.2057,0.9775,29.99,-25.66,-29.38,2.41,0.0257,0.1864,0.9821,-33.08,-24.71,-29.1,2.48,997.056,351.324,-9.37,142.65,817.77,0.25919059679953466
Tobii Glasses 2,1111,constricted,2,994,348,44414.378,-0.0459,0.1882,0.9811,30.02,-25.3,-29.71,2.4,0.0259,0.1991,0.9796,-32.99,-24.96,-29.04,2.38,998.016,352.188,-10.05,140.8,810.73,0.28496240018292157
Tobii Glasses 2,1111,constricted,2,994,348,44424.366,-0.0449,0.202,0.9784,29.98,-25.67,-29.37,2.4,0.0239,0.1845,0.9825,-33.09,-24.71,-29.11,2.46,998.784,352.62,-10.65,141.29,815.25,0.3268769099038828
Tobii Glasses 2,1111,constricted,2,994,348,44434.358,-0.0472,0.1876,0.9811,30.01,-25.31,-29.71,2.4,0.0244,0.198,0.9799,-32.99,-24.97,-29.04,2.39,999.744,353.16,-11.32,140.71,814.14,0.3797746314183958
Tobii Glasses 2,1112,constricted,2,993,348,44444.35,-0.0457,0.2018,0.9784,29.98,-25.67,-29.37,2.4,0.0219,0.183,0.9829,-33.09,-24.71,-29.11,2.47,1000.512,353.484,-11.89,141.6,820.69,0.45821543674766313
Tobii Glasses 2,1112,constricted,2,993,348,44454.346,-0.0481,0.187,0.9812,30.01,-25.31,-29.71,2.39,0.0227,0.1967,0.9802,-32.99,-24.96,-29.04,2.4,1001.28,353.916,-12.6,142.4,827.2,0.5014507591813796
Tobii Glasses 2,1112,constricted,2,993,348,44464.331,-0.0456,0.2023,0.9783,29.98,-25.68,-29.36,2.4,0.0196,0.1811,0.9833,-33.09,-24.71,-29.11,2.47,1001.856,354.24,-12.95,142.33,827.92,0.5339082028232405
Tobii Glasses 2,1112,constricted,2,993,348,44474.327,-0.0491,0.1869,0.9812,30.01,-25.32,-29.71,2.39,0.022,0.1958,0.9804,-32.99,-24.96,-29.04,2.39,1002.432,354.564,-13.32,141.73,826.05,0.566387472479309
Tobii Glasses 2,1113,constricted,2,994,348,44484.318,-0.0466,0.2024,0.9782,29.97,-25.69,-29.36,2.39,0.0186,0.1798,0.9835,-33.09,-24.71,-29.12,2.46,1003.008,355.32,-13.64,139.41,815.59,0.571530616008531
Tobii Glasses 2,1113,constricted,2,994,348,44494.31,-0.0507,0.1869,0.9811,30.0,-25.32,-29.71,2.39,0.022,0.195,0.9806,-32.99,-24.96,-29.05,2.39,1003.392,355.644,-13.8,138.2,809.8,0.5962822847339276
Tobii Glasses 2,1113,constricted,2,994,348,44504.3,-0.0472,0.2024,0.9782,29.97,-25.69,-29.36,2.39,0.0182,0.1797,0.9835,-33.09,-24.71,-29.12,2.46,1003.584,355.428,-14.07,139.12,814.3,0.5972763532801598
Tobii Glasses 2,1113,constricted,2,994,348,44514.291,-0.0507,0.1872,0.981,30.0,-25.33,-29.71,2.39,0.0215,0.1952,0.9805,-32.99,-24.96,-29.05,2.4,1003.776,355.104,-14.12,139.68,816.18,0.5955091360571614
Tobii Glasses 2,1114,constricted,2,994,349,44524.287,-0.0466,0.2027,0.9781,29.97,-25.69,-29.36,2.39,0.0191,0.1801,0.9835,-33.09,-24.71,-29.12,2.46,1002.816,355.104,-13.39,138.96,811.96,0.5286265281177001
Tobii Glasses 2,1114,constricted,2,994,349,44534.28,-0.0486,0.1872,0.9811,30.01,-25.33,-29.71,2.38,0.0228,0.1963,0.9803,-32.98,-24.96,-29.05,2.4,1001.664,354.24,-12.7,141.05,820.6,0.45768636035036864
Tobii Glasses 2,1114,constricted,2,994,349,44544.294,-0.0448,0.203,0.9782,29.98,-25.69,-29.37,2.38,0.0208,0.1817,0.9831,-33.08,-24.7,-29.12,2.46,1000.704,353.592,-12.01,141.8,822.25,0.40055455996182643
Tobii Glasses 2,1114,constricted,2,994,349,44554.289,-0.047,0.1883,0.981,30.01,-25.32,-29.71,2.38,0.0245,0.1974,0.98,-32.97,-24.95,-29.05,2.4,999.552,352.836,-11.26,142.12,820.99,0.3326004791431517
Tobii Glasses 2,1115,constricted,2,994,349,44564.282,-0.0435,0.2036,0.9781,29.98,-25.68,-29.37,2.38,0.0227,0.1835,0.9828,-33.07,-24.69,-29.13,2.47,998.592,351.864,-10.64,143.61,825.62,0.26687011541095207
Tobii Glasses 2,1115,constricted,2,994,349,44574.279,-0.0452,0.1895,0.9808,30.02,-25.32,-29.72,2.38,0.0255,0.1985,0.9798,-32.96,-24.94,-29.06,2.41,997.824,351.108,-10.1,144.83,829.64,0.2154365362078302
Tobii Glasses 2,1115,constricted,2,994,349,44584.263,-0.0421,0.2039,0.9781,29.99,-25.68,-29.38,2.38,0.0237,0.1846,0.9825,-33.06,-24.68,-29.14,2.47,997.248,350.676,-9.66,146.11,835.13,0.18036929865322887
Tobii Glasses 2,1115,constricted,2,994,349,44594.253,-0.0433,0.1899,0.9808,30.02,-25.31,-29.72,2.38,0.0259,0.1994,0.9796,-32.95,-24.93,-29.06,2.41,996.48,349.812,-9.24,148.72,846.02,0.12890732287180634
Tobii Glasses 2,1116,constricted,2,994,349,44604.25,-0.0403,0.2045,0.978,30.0,-25.67,-29.39,2.39,0.0248,0.1861,0.9822,-33.05,-24.67,-29.14,2.48,995.328,348.948,-8.51,149.87,849.03,0.06556178977765376
Tobii Glasses 2,1116,constricted,2,994,349,44614.241,-0.0413,0.1909,0.9807,30.03,-25.3,-29.73,2.39,0.0271,0.2012,0.9792,-32.94,-24.93,-29.05,2.41,994.56,347.868,-7.87,151.14,851.73,0.06114175277385743
Tobii Glasses 2,1116,constricted,2,994,349,44624.231,-0.0388,0.2053,0.9779,30.0,-25.67,-29.39,2.39,0.0257,0.1882,0.9818,-33.04,-24.66,-29.15,2.49,993.984,346.572,-7.53,154.54,865.55,0.11752070574019367
Tobii Glasses 2,1116,constricted,2,994,349,44634.253,-0.0394,0.1916,0.9807,30.02,-25.29,-29.71,2.4,0.0271,0.202,0.979,-32.93,-24.92,-29.05,2.41,993.408,346.14,-7.16,156.66,875.53,0.14172223084886276
Tobii Glasses 2,1117,constricted,2,994,350,44644.214,-0.0378,0.206,0.9778,30.0,-25.67,-29.37,2.39,0.0257,0.1891,0.9816,-33.04,-24.65,-29.15,2.49,993.216,345.168,-7.16,158.26,880.46,0.2373759111815401
Tobii Glasses 2,1117,constricted,2,994,350,44654.211,-0.0396,0.194,0.9802,30.02,-25.3,-29.7,2.39,0.0272,0.2031,0.9788,-32.93,-24.92,-29.04,2.41,993.408,343.98,-7.2,158.23,875.25,0.2930063091321377
Tobii Glasses 2,1117,constricted,2,994,350,44664.226,-0.0378,0.208,0.9774,30.01,-25.68,-29.35,2.39,0.0257,0.1901,0.9814,-33.04,-24.64,-29.15,2.5,993.408,343.44,-7.11,158.35,873.59,0.3189840590497208
Tobii Glasses 2,1117,constricted,2,994,350,44674.221,-0.039,0.1954,0.98,30.02,-25.3,-29.69,2.39,0.0272,0.2037,0.9787,-32.93,-24.92,-29.04,2.41,993.024,342.468,-6.97,161.66,887.39,0.36794651280606405
Tobii Glasses 2,1118,constricted,2,995,350,44684.212,-0.0377,0.2089,0.9772,30.01,-25.69,-29.33,2.38,0.0254,0.1909,0.9813,-33.04,-24.64,-29.16,2.5,993.408,342.36,-7.18,159.63,876.03,0.3785189815332277
Tobii Glasses 2,1118,constricted,2,995,350,44694.204,-0.0407,0.1942,0.9801,30.02,-25.3,-29.69,2.39,0.0271,0.2053,0.9783,-32.94,-24.91,-29.04,2.41,994.176,343.008,-7.61,155.51,855.99,0.3410526000499183
Tobii Glasses 2,1118,constricted,2,995,350,44704.194,-0.04,0.2079,0.9773,30.01,-25.69,-29.33,2.38,0.0251,0.1919,0.9811,-33.05,-24.64,-29.16,2.5,995.136,342.576,-8.37,157.73,866.54,0.35909992301314114
Tobii Glasses 2,1118,constricted,2,995,350,44714.186,-0.0418,0.1933,0.9803,30.02,-25.3,-29.69,2.39,0.0249,0.205,0.9785,-32.95,-24.91,-29.05,2.42,996.288,343.548,-9.23,156.92,866.03,0.3179320887450158
Tobii Glasses 2,1119,constricted,2,995,350,44724.181,-0.0418,0.2065,0.9776,30.01,-25.69,-29.33,2.38,0.0232,0.1898,0.9815,-33.06,-24.64,-29.16,2.5,997.248,344.952,-10.02,155.42,863.39,0.26727920340764094
Tobii Glasses 2,1119,constricted,2,995,350,44734.173,-0.0437,0.1922,0.9804,30.02,-25.3,-29.7,2.39,0.0233,0.2032,0.9789,-32.96,-24.92,-29.05,2.42,998.208,345.384,-10.83,155.53,865.99,0.2724851524166599
Tobii Glasses 2,1629,constricted,4,1001,380,65122.403,-0.0573,0.1813,0.9817,29.96,-25.54,-29.38,2.56,0.0209,0.164,0.9862,-33.06,-25.02,-29.1,2.56,1008.192,381.996,-15.57,107.18,725.64,0.37048587786086495
Tobii Glasses 2,1629,constricted,4,1001,380,65132.388,-0.0506,0.1891,0.9806,29.98,-25.85,-29.15,2.57,0.0147,0.1571,0.9875,-33.14,-24.8,-29.12,2.62,1007.808,381.024,-15.59,109.44,736.71,0.3415659613270133
Tobii Glasses 2,1629,constricted,4,1001,380,65142.379,-0.0555,0.1819,0.9817,29.96,-25.54,-29.38,2.54,0.0203,0.1651,0.9861,-33.06,-25.02,-29.1,2.55,1007.424,379.944,-15.55,112.12,750.0,0.31831987051200533
Tobii Glasses 2,1630,constricted,4,1000,380,65152.374,-0.0491,0.1898,0.9806,29.99,-25.86,-29.14,2.56,0.014,0.158,0.9873,-33.14,-24.8,-29.12,2.61,1007.232,379.296,-15.56,113.31,755.18,0.35969556010961246
Tobii Glasses 2,1630,constricted,4,1000,380,65162.367,-0.055,0.1826,0.9817,29.96,-25.54,-29.38,2.53,0.0198,0.1657,0.986,-33.06,-25.01,-29.1,2.54,1007.232,378.756,-15.66,114.24,758.99,0.3629066486609412
Tobii Glasses 2,1630,constricted,4,1000,380,65172.355,-0.0486,0.1904,0.9805,29.99,-25.86,-29.14,2.55,0.0136,0.1585,0.9873,-33.14,-24.8,-29.13,2.6,1007.232,378.324,-15.65,114.89,761.57,0.36682465784688234
Tobii Glasses 2,1630,constricted,4,1000,380,65182.346,-0.0539,0.1837,0.9815,29.97,-25.54,-29.38,2.52,0.0192,0.1661,0.9859,-33.06,-25.01,-29.1,2.53,1006.848,377.352,-15.67,117.12,771.91,0.3619847402728073
Tobii Glasses 2,1631,constricted,4,1000,379,65192.338,-0.0471,0.1912,0.9804,30.0,-25.88,-29.1,2.53,0.0132,0.1594,0.9871,-33.14,-24.8,-29.13,2.59,1006.464,376.812,-15.46,117.98,775.12,0.33664453230446706
Tobii Glasses 2,1631,constricted,4,1000,379,65202.336,-0.0535,0.1835,0.9816,29.97,-25.54,-29.38,2.51,0.0195,0.1669,0.9858,-33.06,-25.01,-29.11,2.53,1006.464,376.704,-15.51,118.47,777.84,0.33830636717079837
